text,label,label_text
Reduction of postoperative pain is an important goal in the perioperative management of tonsillectomy patients.,0,Not-Related
"Liver disease was diagnosed 12 +/- 4 years (range, 8-18) after initiation of antiretroviral therapy (ART).",0,Not-Related
Reactivated herpetic keratitis following laser in situ keratomileusis.,0,Not-Related
"Furosemide, spironolactone, allopurinol, and hydroxyurea were considered possible causes of the reaction and were discontinued.",0,Not-Related
"DISCUSSION: Cutaneous IL-2 adverse effects are frequent, but generally mild and reversible.",0,Not-Related
"We report the case of a man, treated with mesalazine for Crohn's disease who developed drug-induced pericarditis.",1,Related
"We conclude, this novel mode of intra-operative local chemotherapy by spray application of fibrin glue containing antineoplastic agent is effective in the control of residual tumor progression and may also prevent local recurrence and hence suggests its possible role as an adjuvant therapy in the management of malignant gliomas.",0,Not-Related
Follow-up HRCT scans after withdrawal of the drug showed resolution of this supposedly irreversible pattern.,0,Not-Related
Asthma and dental erosion.,0,Not-Related
"Cimetidine, an H2 blocker, may partially abolish the effect of tolazoline.",0,Not-Related
We postulate that the patient's hearing loss was the result of ketoralac's direct and indirect ototoxic effects that were potentiated as a result of her underlying illness and medications.,0,Not-Related
"Although gabapentin withdrawal has been previously reported and usually consists of anxiety, diaphoresis, and palpitations, this is the first reported patient with generalized seizures and status epilepticus secondary to gabapentin withdrawal.",1,Related
Osteonecrosis of the maxilla as a complication to chemotherapy: a case report.,0,Not-Related
Resistance to combined ganciclovir and foscarnet therapy in a liver transplant recipient with possible dual-strain cytomegalovirus coinfection.,0,Not-Related
"Fatal lung fibrosis caused by paclitaxel toxicity has not been reported In this report, we describe the case of a 62-year-old woman who received six cycles of paclitaxel and carboplatin as combination chemotherapy for advanced ovarian cancer.",1,Related
Lamotrigine toxicity secondary to sertraline.,1,Related
Percutaneous drainage of the liver abscess and externalization of the VP shunt were performed.,0,Not-Related
"When SASP was changed to 5-aminosalicylic acid (5-ASA), his skin eruptions were resolved, however, he developed weakness and atrophy in his right arm as well as progressive worsening of the dysesthesia in his legs and gait disturbance.",1,Related
Radiation recall resolved spontaneously with withdrawal of gemcitabine.,0,Not-Related
"Her response to a postural challenge test, without medication, was normal.",0,Not-Related
Neutropenia is an uncommon but potentially serious complication of drug therapy.,0,Not-Related
"After stopping indapamide, glucose tolerance impairing may be reversed.",1,Related
"Discontinuation of the ACE inhibitor results in rapid alleviation of the cough, although this is not always necessary, as most patients may experience a cessation or decrease in cough.",0,Not-Related
A healthy 62-year-old woman was referred to our dermatology department with a 1-month history of a pruritic axillary eruption.,0,Not-Related
"Subsequent in vivo/vitro studies clearly demonstrated that the neurological effects were due to a synergistic action of desferrioxamine and prochlorperazine, probably resulting in exceptional fluxes of intra/extra cellular iron/copper disturbing noradrenergic and serotonergic systems.",1,Related
"Long-term, controlled studies are required to specifically address this issue.",0,Not-Related
"After 3 h of hemodialysis, her post-dialysis acyclovir level was 1.9 micrograms/ml.",0,Not-Related
Severe hypo-alpha-lipoproteinemia during treatment with rosiglitazone.,1,Related
Four cycles of this protocol yielded a dramatic response on re-staging CT scan.,0,Not-Related
Her acyclovir level was later found to have been 3.4 micrograms/ml (normal peak range 0.4-2 micrograms/ml) prior to dialysis.,0,Not-Related
In vivo confocal micrographs showed the double-walled structure of the Acanthamoeba cyst and associated radial keratoneuritis (perineuritis).,0,Not-Related
"Amiodarone hydrochloride, a new antiarrhythmic agent, has been associated with pulmonary toxicity characterized by cough, dyspnea and diffuse pulmonary infiltrates.",1,Related
"Therefore, the possibility of an association by chance cannot be ruled out.",0,Not-Related
This ubiquitous inhabitant of the sebaceous glands and hair follicles can cause acne vulgaris.,0,Not-Related
The coexistence of acute myeloid leukemia (AML) and CLL in the same patient has been occasionally reported.,0,Not-Related
CASE SUMMARY: An 85-year-old white man presented with an upper gastrointestinal hemorrhage from a gastric ulcer.,0,Not-Related
"Although leukemia after liver transplantation is generally thought of as a rare complication, increases in survival rate following liver transplantation is likely to lead to more such cases, and documentation of these cases is therefore of importance.",0,Not-Related
CONCLUSION: Zidovudine is well a known cause of anaemia and thus should be used with caution in the initiation of antiretroviral therapy.,1,Related
"INTERVENTIONS: Patients were treated with 4 to 8mg of cyproheptadine by mouth every 6 to 8 hours, 5 to 10mg of diazepam by mouth every 6 to 12 hours, 10 to 20mg of baclofen by mouth every 6 hours, and ITB boluses in some cases.",0,Not-Related
STUDY DESIGN: Case report.,0,Not-Related
Crumley).,0,Not-Related
The biochemistry of paracetamol hepatotoxicity is outlined and the increased susceptibility of alcoholic patients to the hepatotoxic effects of paracetamol is remarked upon.,1,Related
"We consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with CBZ.",1,Related
Both premortem and postmortem bone marrow sampling revealed almost complete replacement of the marrow space by sheets of histiocytes demonstrating metachromatic cytoplasmic granules.,0,Not-Related
This is the first report to describe this extremely rare occurrence.,0,Not-Related
"In general, it is good medical practice to avoid concomitant administration with centrally acting anticholinergic agents.",0,Not-Related
We report a case of fatal fulminant hepatitis caused by the use of disulfiram in a man with previously normal hepatocellular function.,1,Related
"Both of the previous patients had therapy-related leukemias after exposure to topoisomerase II inhibitors, whereas our patient had received cytotoxic therapy that did not include a topoisomerase II inhibitor.",0,Not-Related
Type 1 diabetes mellitus provoked by peginterferon alpha-2b plus ribavirin treatment for chronic hepatitis C.,1,Related
Treatment requires management of both the liver abscess and the infected shunt.,0,Not-Related
"Ten hours later, the patient developed myoclonus of his upper extremities and face.",0,Not-Related
Five of nine cases developed in patients with significant gastrointestinal illnesses.,0,Not-Related
A 40-year-old Hispanic man with acute lymphoblastic leukemia was treated with a single dose of intrathecal methotrexate 12 mg for prophylaxis against leptomeningeal spread of tumor.,0,Not-Related
Shortly after mitral valve replacement she developed a severe hypercalcemia (serum calcium 5.95 mmol/l) during a febrile illness.,0,Not-Related
Hepatotoxicity associated with choline magnesium trisalicylate: case report and review of salicylate-induced hepatotoxicity.,1,Related
Alopecia is an adverse effect in those patients taking aromatic anti-convulsant drugs but is rarely reported after discontinuing such medications in the convalescent status of anti-convulsant hypersensitivity syndrome (AHS).,0,Not-Related
She had taken no drug except for the IFN-beta-1b.,0,Not-Related
"Several cases of lithium-induced Creutzfeldt-Jakob syndrome have been reported to date; all of them were elderly patients and a half had ""therapeutic"" lithium serum levels.",1,Related
Pathology evaluation of a specimen revealed a high-grade osteoblastic osteosarcoma.,0,Not-Related
We also describe a case of timolol-induced ocular pemphigoid.,1,Related
"Although it has been reported previously in patients being treated for lymphoma, it occurred in this case in a man under treatment for glomerulonephritis.",0,Not-Related
Another explanation for the decreased drug levels might be an increased volume of distribution.,0,Not-Related
"Although guidelines for management have been developed, they may be predicated on data from a single institution or depend on diagnostic procedures and laboratory support that are not necessarily available to physicians in all locations.",0,Not-Related
We present foreign body granulomas induced by activated charcoal from intraperitoneal chemotherapy and mimicked peritoneal metastases in the patients with gastric cancer.,0,Not-Related
A case of superior sagittal sinus thrombosis associated with Evans' syndrome of immune haemolytic anaemia is reported.,0,Not-Related
"Drug-induced thrombocytopenia was also considered, and he was told to stop all of his medicines.",0,Not-Related
This case report describes a non-cigarette smoking elderly woman who developed bronchial anthracostenosis and mediastinal fibrosis after long-term exposure to wood smoke.,0,Not-Related
"Case 2, a 29-year-old woman, developed bilateral optic neuritis combined with numbness of the lower extremities as well as bowel and bladder dysfunction after a 22-month use of recombinant interferon alpha-2b for chronic myelogenous leukemia.",1,Related
"Copaxone is a drug approved for the treatment of MS, and one that is very well tolerated with a high safety profile and relatively few side effects.",0,Not-Related
"Over 12 months, the patient received six rather than 12 CY treatments, half the cumulative dose that might have been administered.",0,Not-Related
"Pulmonary impairment in the HUS is rarely reported in the literature, and no reports of pulmonary hemorrhage, as a clinical feature of the HUS, have been documented.",0,Not-Related
METHODS: We describe a patient with MG and a steroid-induced major depressive episode with psychotic features treated with ECT.,0,Not-Related
This case report represents the successful usage of LS for weaning from cardiopulmonary bypass circulation after coronary artery bypass surgery.,0,Not-Related
Severe abdominal colic because of lead poisoning is an uncommon condition in adults.,0,Not-Related
"A toxic encephalopathy characterized by depressed level of consciousness, marked irritability, and ataxia developed in seven children, 5 years of age and younger, following administration of an antiemetic combination of pentobarbital and pyrilamine maleate.",1,Related
She recovered with shock therapy and intravenous administration of diphenhydramine and hydrocortisone.,0,Not-Related
"In patients with GI GVHD clinicians need to be aware of the potential for oral absorption and, in select cases, monitoring of levels may be appropriate.",0,Not-Related
"RESULTS: Six eyes had occult subfoveal CNV, and one eye had recurrent classic subfoveal CNV.",0,Not-Related
Evidence is shown in this report that adenosine was associated with dangerous worsening of arrhythmia in patients with atrial flutter.,1,Related
"There was no evidence of renal failure, diabetes, acidosis, increased potassium intake, or significant tissue trauma.",0,Not-Related
Actinomycin D associated hepatic veno-occlusive disease--a report of 2 cases.,1,Related
"In deciding if tamoxifen therapy is warranted, all potentially life-threatening adverse events associated with tamoxifen should be considered, including endometrial adenocarcinoma or uterine sarcoma.",1,Related
"To our knowledge, AVP following therapy with TNF-alpha antagonists has not been reported in English literature.",0,Not-Related
"After 48 hours, improvement in the patient's respiratory symptoms allowed transfer to the ear, nose, and throat unit, where daily endoscopic examination was performed.",0,Not-Related
Serum triglyceride levels of four patients with psychotic disorders were decreased after switching therapy from clozapine to risperidone.,0,Not-Related
A 55-year-old woman who had been receiving treatment with amiodarone for recurrent supraventricular tachyarrhythmias became thyrotoxic after 30 months of treatment.,0,Not-Related
"After 5 days of treatment with IL-2, the patient developed a hemorrhagic lesion that progressed to toxic epidermal necrolysis, as well as grade 4 pancytopenia.",1,Related
"The episodes of ocular dystonia were associated with other dystonic movements and a number of psychiatric symptoms, with obsessional thoughts and hallucinations being the outstanding features in one patient each.",0,Not-Related
There are few reports in the literature related to sulfonylurea-induced hepatotoxicity.,0,Not-Related
"The clinical monitoring was based on the serial registration of respiratory rate, cardiac rate, SaO2 and body temperature.",0,Not-Related
"Until this time, she was without any antidepressive medication.",0,Not-Related
"He developed fever, nausea, diarrhea, and malaise and stopped taking on the third day after commencing Pentasa.",1,Related
CONCLUSIONS: This case describes the original development of a desensitization protocol to high-dose MTX.,0,Not-Related
At least three of these patients developed acute myelogenous leukemia (AML).,0,Not-Related
"A 24-year-old woman with ALL developed severe epigastric pain 168 days after CBSCT, followed by blistering eruptions 2 days later.",0,Not-Related
Use of St.,0,Not-Related
Hypercoagulopathy induced by chemotherapy in a patient with lung cancer.,0,Not-Related
Concurrent acute megaloblastic anaemia and pneumonitis: a severe side-effect of low-dose methotrexate therapy during rheumatoid arthritis.,1,Related
"It is thought that the clinico-pathological features and chronology of this case bore the hallmarks of the so-called ""3-week sulphasalazine syndrome"", a rare, but often fatal, immunoallergic reaction to sulphasalazine.",1,Related
Their use on the face in severe atopic eczema is relatively common.,0,Not-Related
Gemcitabine-induced rectus abdominus radiation recall.,1,Related
Incidence of seizures in pediatric cancer patients treated with imipenem/cilastatin.,1,Related
The case of a myasthenia-like syndrome induced by cardiovascular drugs is reported.,0,Not-Related
"In one patient the vasculitis resolved after termination of the ciprofloxacin therapy; in the other patient the ciprofloxacin-induced hemorrhagic vasculitis was superimposed on a severe forefoot infection, leading to progressive gangrene and a below-knee amputation.",1,Related
We describe a patient with respiratory failure due to Wegener's granulomatosis (WG) who obtained a dramatic and sustained response to pulse intravenous methylprednisolone and cyclophosphamide.,0,Not-Related
Cluster headache (CH) is a well characterized primary headache disorder.,0,Not-Related
We propose a classification of cutaneous minocycline pigmentation based on clinico-pathological criteria.,0,Not-Related
"Range orders should, for example, take into consideration the patient's age, pain intensity, and comorbidities; avoid frequency ranges; and prescribe a maximum dose that is at least two times but no more than four times the minimum dose in the range.",0,Not-Related
"He had been taking trimethoprim-sulfamethoxazole for approximately eight days when he revisited his family physician, complaining of headaches, dizziness, difficulty with speech, weakness, and itching on the trunk of his body and legs, where a maculopapular rash was noted.",1,Related
Heparin-induced thrombocytopenia complicated with massive thrombosis of the inferior vena cava after filter placement.,1,Related
"Tamoxifen treatment is a proven therapy for breast cancer that produces a survival advantage when used as an adjuvant, and reduces the incidence of recurrences and controlateral tumor evolution.",0,Not-Related
A 25-year-old man with a history of mid-borderline (BB) Hansen's disease developing a reversal reaction after starting dapsone and rifampin therapy is presented.,1,Related
"If troglitazone is used, frequent monitoring of serum aminotransferases and symptoms is mandatory.",0,Not-Related
Vasopressors were required to support blood pressure for approximately five hours.,0,Not-Related
"While our patient's second malignancy may have been a chance association, his and other cases of pancreatic carcinoma in young survivors of hematologic neoplasia suggest that the cytotoxic treatment may have had a role in the pathogenesis of the pancreatic carcinoma.",0,Not-Related
Primary Hodgkin's disease of the CNS in an immunocompetent patient: a case study and review of the literature.,0,Not-Related
It is rewarding to have the option to offer a medication that improves patients' status and enhances outcomes.,0,Not-Related
"The patient was resuscitated, and subsequent serial cardiac enzymes indicated myocardial infarction.",0,Not-Related
Reversible nonthrombocytopenic palpable purpura associated with metoclopramide.,1,Related
Increased awareness of this rapidly progressive and potentially fatal disease leads to accurate diagnosis and the prompt treatment that can decrease morbidity and mortality.,0,Not-Related
RESULTS: Complete clinical response was obtained in both patients.,0,Not-Related
Aplastic anemia and agranulocytosis in patients using methazolamide for glaucoma.,1,Related
She was discharged with oral levofloxacin to complete an additional 3 days of treatment as an outpatient.,0,Not-Related
Electroconvulsive therapy and antibiotics: a case report.,0,Not-Related
She had Crohn's disease since age 9 years and was on chronic TPN.,0,Not-Related
"In the absence of mucositis or diarrhea, severe dermatologic toxicity following a single low dose of the drug suggests an 'allergic' or acute hypersensitivity reaction to MTX in this patient.",1,Related
"Other explanations for an exaggerated and delayed response to opioids include co-administration of other respiratory depressant drugs such as magnesium sulphate, co-morbidity such as renal impairment and genetic variability in the metabolism of morphine.",0,Not-Related
"Rapamycin/sirolimus (SR), trade named Rapammune (Wyeth-Ayerst, Sydney, Australia), is a potent immunosuppressive drug associated with myelosuppression, hypertension, hyperlipidemia, and infection.",1,Related
"These studies indicate that gastrointestinal absorption of aluminum can lead to aluminum intoxication in children with azotemia, and that infants may be particularly susceptible to this complication of therapy.",0,Not-Related
Computed tomography and magnetic resonance imaging of the brain showed acute infarctions bilaterally in the cerebellum.,0,Not-Related
"The patient developed cardiac arrhythmias, acute renal failure, and anemia.",0,Not-Related
Blastoschizomyces capitatus infection in acute leukemia patients.,0,Not-Related
DCF appears valuable as a second-line treatment in non-Hodgkin's lymphomas and as initial treatment in T-cell chronic lymphocytic leukaemia and mycosis fungoides.,0,Not-Related
Drug-induced psychosis is a serious late complication of Parkinson's disease (PD) that requires aggressive treatment.,0,Not-Related
After treatment with steroids there was gradual clinical improvement and disappearance of infiltrates.,0,Not-Related
We report a case of type III left anterior descending artery (LAD) perforation which was managed successfully with cyanoacrylate glue.,0,Not-Related
We described the occurrence of L-dopa-induced myoclonus and seizures in a case of parkinsonism with its SEPs findings.,1,Related
Fatal acute tubular necrosis occurred in 1 patient in whom intravesical formalin was used to control massive persistent hemorrhage from radiation cystitis.,1,Related
We present a depressive patient who developed mild parkinsonian signs and camptocormia after the introduction of olanzapine.,1,Related
A recently recognized entity associated with the treatment of acute promyelocytic leukemia: the retinoic acid syndrome.,0,Not-Related
We describe our modified technique for custom-made articulating spacers.,0,Not-Related
"METHODS: This was a prospective, open-label study.",0,Not-Related
A MEDLINE search did not identify any citation describing the possibility of an interaction between the drugs.,0,Not-Related
Therapy-related acute myeloid leukemia with 11q23 abnormality coexisting with refractory metastatic Ewing sarcoma: report of a case and review of the literature.,0,Not-Related
Severe complications following thrombolytic therapy of an acute thrombosis of a prosthetic mitral valve.,0,Not-Related
Leukaemoid monocytosis in M4 AML following chemotherapy and G-CSF.,1,Related
"This rare adverse reaction to TMP-SMX has been reported in adults; however, to our knowledge, it has been reported in only five other children.",0,Not-Related
Encephalopathy and seizures induced by intravesical alum irrigations.,1,Related
"CONCLUSION: The use of HDR radiation in these patients eliminated radiation exposure to care-givers and permitted constant nursing care and interaction among the parents, nursing personnel, and child.",0,Not-Related
Physicians should be aware of the potential for developing a gemcitabine-induced radiation recall reaction resulting in hemodynamically significant pericardial effusion.,1,Related
CONCLUSIONS: TEN is a rare disorder that can be fatal in up to 30% of patients.,0,Not-Related
The vancomycin concentration was decreased from 101 mg/l to 16.59 mg/l at the end of the procedure.,0,Not-Related
The pharmacology and toxicology of chloral hydrate are discussed with particular reference to the cardiac arrhythmias that are seen with overdosage.,1,Related
A wide variety of clinical outcomes have been described after acute valproate ingestion.,0,Not-Related
"In the latter cases, it is commonly attributed to azathioprine and/or tacrolimus.",0,Not-Related
This infection was successfully eradicated after neutrophil recovery by prolonged systemic administration of amphotericin B as well as aggressive local therapy including enucleation of the affected eye.,0,Not-Related
"To our knowledge, this is the first report of an angio-oedema associated with VRC.",1,Related
OBJECTIVES: The authors examined the efficacy of highly selective CDT in late salvage of free-flaps with vascular compromise.,0,Not-Related
"Recently, results of three open clinical trials on mycophenolate mofetil in myasthenia gravis have been reported.",0,Not-Related
"These features were initially ascribed to the veno-occlusive disease caused by pyrrolizidine alkaloids, radiotherapy and some therapeutic drugs but have not been described in detail as a complication of AMD therapy.",0,Not-Related
Pulmonary thromboembolism after spinal instrumentation surgery.,0,Not-Related
An upper gastrointestinal endoscopy revealed reflux esophagitis and the patient was given 20 mg b.i.d. omeprazole.,0,Not-Related
We describe a 10-year-old boy with ulcerative colitis who developed acute pancreatitis while on long-term treatment with 5-aminosalicylic acid.,1,Related
"OBJECTIVE: The aim of this study was to evaluate the present status of surviving patients 10 years later, together with the latest clinical and histological data on patients who had died.",0,Not-Related
Pellagra encephalopathy among tuberculous patients: its relation to isoniazid therapy.,1,Related
"These cases emphasize the need for a high index of suspicion for tickborne illness in oncology patients, and the importance of a low threshold for starting empiric treatment before confirming the diagnosis.",0,Not-Related
Bleomycin and cyclophosphamide toxicity simulating metastatic nodules to the lungs in childhood cancer.,1,Related
A case of colchicine-induced rhabdomyolysis is reported.,1,Related
"INTRODUCTION: Fever of unknown origin is a complex problem in dialysis patients with recently rejected renal allografts, due to the contribution of the newly withheld immunosuppressive agents to the immunosuppression of uremia, resulting in an atypical presentation of infections, a main cause of fever in these cases.",0,Not-Related
RESULTS: Six preterm and 2 term patients were included in the study.,0,Not-Related
"The possible pathophysiologic mechanisms for the adverse reactions include a single-drug effect, a pharmacodynamic interaction, and a pharmacokinetic interaction.",0,Not-Related
These cases demonstrate that CBZ can induce simple motor tics in children.,1,Related
There has been relatively good organ growth and function during this short follow-up period.,0,Not-Related
"We report the case of a lung cancer patient with bronquiloalveolar carcinoma (BAC) presenting with BOOP after chemotherapy with docetaxel and gemcitabine producing severe respiratory insufficiency, and simulating a progression of the tumor.",1,Related
A diagnosis of lead poisoning was made and a course of chelating treatment started.,0,Not-Related
The patient recovered completely with oral prednisolone.,0,Not-Related
Clofazimine enteropathy in a pediatric bone marrow transplant recipient.,1,Related
"In most patients with catheter-related Rhodotorula fungemia, the condition has been treated with broadspectrum antibiotics.",0,Not-Related
Significant systemic manifestations are rare.,0,Not-Related
He recovered and could be discharged home after 36 days of hospitalization with normal blood counts and without severe sequelae.,0,Not-Related
"Our cases of monophasic, multiphasic and recurrent DEM, invoking possible causative triggers, point to the conclusion that DEM has to be regarded as a separate disease; its similarities with NMO raise the expectations that other specific autoantibodies will be identified to explain DEM and its variations.",0,Not-Related
"After seven months' continuous treatment for suspected tuberculosis with rifampicin and ethambutol a nine-year-old boy developed polyarthritis, rash and hepatitis in association with anti-native DNA antibodies and positive antinuclear factor.",1,Related
Recovery was complete in two of three children.,0,Not-Related
This theory was supported by disturbances in serine and glycine excretion found in all patients during psychotic episodes.,0,Not-Related
INTRODUCTION: Tuberculosis is a rare but serious complication after transplantation.,0,Not-Related
This observation highlights the need for hemodynamic monitoring when potent vasodilators are used in this disorder.,0,Not-Related
"The vasodilating action of calcium-channel blockers decreases the systemic pressure and in turn, may increase the pressure gradient and the left ventricular end-diastolic pressure.",0,Not-Related
Donepezil may be a valuable alternative to psychostimulants in the treatment of opioid-induced sedation.,0,Not-Related
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",1,Related
We report that perospirone may have had positive effects on the obesity of three patients with schizophrenia and on the fasting blood sugar (FBS) and HbA1C of two of them who had type 2 diabetes mellitus.,0,Not-Related
"The efficacy and safety of fluticasone has been established at recommended doses of 200 micrograms/day, but not at higher doses that are often used.",0,Not-Related
A possible association between arterial dissection and ergotamine abuse is discussed.,0,Not-Related
This phenomenon appears to be related to bilateral simultaneous retinal ischemia delaying regeneration of visual pigments in the pigment epithelial layer.,0,Not-Related
This report describes a case of bilateral ptosis induced by chloroquine.,1,Related
Dealing with drug-induced thrombocytopenia.,0,Not-Related
"We report the first case of fulminant adult respiratory distress syndrome (ARDS) associated with pegylated interferon alpha-2a (pegIFNalpha-2a) and ribavirin use for hepatitis C, complicated by subsequent and ultimately fatal sepsis and multiorgan failure.",1,Related
Various incidences of hemorrhagic complications have been cited in patients given anticoagulants after stroke or transient cerebral ischemia.,0,Not-Related
"In this paper, we report a patient with primary anti-phospholipid syndrome treated by corticosteroid, who developed disseminated nocardiosis.",1,Related
Pemphigus vulgaris (PV) is a rare but potentially fatal autoimmune bullous disorder which frequently affects the oral mucosa.,0,Not-Related
The incidence of primary osteogenic sarcomas of the skull is about 1 to 2% of all skull tumors.,0,Not-Related
Environmental interventions are preferred for mild symptoms; medications are the treatment of choice for severe manifestations.,0,Not-Related
"Laboratory results indicated hypomagnesemia, hypocalcemia, hypokalemia, and hypophosphatemia.",0,Not-Related
"A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending renal toxicity and extreme elevation of aspartate aminotrasferase and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose methotrexate (MTX) (12 g/m2), and went on to develop acute renal failure with life-threatening hyperkalemia 29 hours later.",1,Related
"Four months after cessation of treatment, a severe acne with comedones, papules, pustules, and small cystic elements broke out.",0,Not-Related
Isoniazid was stopped and patient was continued on R & E till completion of the treatment up to nine months.,0,Not-Related
The left eye healed with central corneal scarring.,0,Not-Related
INTERVENTION: Escalating dose of tissue plasminogen activator infusion.,0,Not-Related
Niacin causes a reversible toxic cystoid maculopathy that occurs in approximately 0.67% of patients taking high doses of the drug.,1,Related
"However, endocrine and clinical responses to chronic treatment have been less consistent.",0,Not-Related
"Neurological examination revealed atrophy of small hand muscles, especially in the left dorsal interossei.",0,Not-Related
The patient whose case is reviewed had migraine headaches and received methysergide maleate for 13 years.,1,Related
This has most commonly been a bone complication with little if any soft tissue involvement.,0,Not-Related
Here we report on a patient with severe aplastic anemia who developed PRCA after HLA-identical but major ABO-mismatched peripheral blood stem cell transplantation.,0,Not-Related
"The drug was used topically, by installation and irrigation, in this case and administered orally in doses of up to 1 200 mg daily, for 6 months.",0,Not-Related
"Four perfusions were performed on patients in stage III, that is those with distant metastases.",0,Not-Related
"CONCLUSION: A high level of suspicion, prompt antituberculosis treatment and close follow-up are essential in management of post-transplant tuberculosis.",0,Not-Related
This report describes a patient who developed spasticity following a traumatic spinal cord injury.,0,Not-Related
The patient is alive and free of disease 4 years after the treatment of this second malignant neoplasm (SMN).,0,Not-Related
Embolism into the right leg made an embolectomy with a Fogarty catheter necessary.,0,Not-Related
Tamoxifen is suggested to be carcinogenic both through direct genotoxic and epigenetic mechanisms.,1,Related
Treatment of carbimazole-induced agranulocytosis and sepsis with granulocyte colony stimulating factor.,1,Related
"However, continued low-dose MTX led, in spite of normal liver tests, 8 years after the last biopsy to liver failure and death in 1 of our patients.",1,Related
"(3) In 7 of the patients who were treated with EPO before PTX, anemia was improved after PTX despite discontinuation of EPO therapy in 2, a reduced dose of EPO in 3 and the same dose of EPO in 2.",0,Not-Related
CONCLUSION: Administration of high-dose intravenous immunoglobulins can be associated with hyperviscosity syndrome manifested by central retinal vein occlusion.,0,Not-Related
Affected patients may demonstrate a pattern of self-escalation of dopaminergic medication dosing which may lead to a state of dependency.,0,Not-Related
"After a second dose of metoclopramide, these symptoms recurred and were associated with confusion, agitation, fever, diaphoresis, tachypnea, tachycardia, and hypertension.",1,Related
This case is reported to remind clinicians of the frequent presence of psychiatric symptoms in Sydenham's chorea.,0,Not-Related
Complete recovery occurred in all but two patients typically within 1-8 weeks of discontinuation of phenytoin.,0,Not-Related
"Since the bronchospasm was relieved with discontinuation of propranolol and supportive bronchodilator therapy, the bronchospasm was believed to be caused by propranolol.",1,Related
"Cranial magnetic resonance imaging showed widespread, abnormally high signal intensity in the deep white matter in both patients, though one patient had normal cranial computed tomographic scan.",0,Not-Related
Celiac disease onset after pegylated interferon and ribavirin treatment of chronic hepatitis C.,1,Related
Evans syndrome in a patient with chromosome 22q11.2 deletion syndrome: a case report.,0,Not-Related
"Three patients had a complete remission, five had a partial remission, and four showed no improvements.",0,Not-Related
Misdiagnosis in all three patients led to inappropriate topical corticosteroid use.,0,Not-Related
A 70-year-old man was admitted to our hospital because of dyspnea after taking an antihistaminic agent (homochlorcyclizine hydrochloride) for itching.,1,Related
These symptoms were reproduced after a second administration of brimonidine.,0,Not-Related
Opioid use in HIV patients with neurological changes.,0,Not-Related
Both the temporal association and pathologic findings suggest that the hyperbaric treatment is likely to have been responsible for the resulting complications.,0,Not-Related
RESULTS: A total of 861 patients with ischemic stroke were admitted to Calgary hospitals during the study period.,0,Not-Related
A literature review of the relationship between bulimia and affective disorder showed that the evidence from empirical research and case report studies suggests that a sizeable subgroup of bulimics suffer from bipolar disorder as well as bulimia and may benefit from antimanic medications such as lithium.,0,Not-Related
CONCLUSION: Physicians should recognise CS-treated patients as a population likely to be immune-suppressed.,0,Not-Related
Anterior uveitis and secondary glaucoma resulting from intraocular ointment has not been reported.,0,Not-Related
"Repeat neuropsychological testing 7 weeks after discontinuation of the drug revealed dramatic improvement in IQ, memory, naming, and other tasks commensurate with clinical recovery in his intellectual capacity.",0,Not-Related
It was concluded that ANCA is closely related to the pathogenesis of crescentic glomerulonephritis and that treatment with PTU appeared to induce ANCA.,1,Related
Adjustments in his drug regimen led to the discovery of pseudoparkinsonism and other extrapyramidal symptoms.,0,Not-Related
Toxoplasmosis retinochoroiditis after photodynamic therapy and intravitreal triamcinolone for a supposed choroidal neovascularization: a case report.,0,Not-Related
Rifampin-associated thrombocytopenia secondary to poor compliance.,1,Related
Epstein-Barr virus-associated lymphoma in a child undergoing an autologous stem cell rescue.,0,Not-Related
This is the first time that the combination of PTX and vit-E has had a significant antifibrotic effect by completely reversing deep RIF as shown by CT scan normalization.,0,Not-Related
"A 60-year old woman with medullary breast cancer stage IIIB underwent neoadjuvant chemotherapy with TAC (doxetaxele 100 mg/m2, doxorubicin 50 mg/m2 and cyclophosphamide 600 mg/m2).",0,Not-Related
"His PSA nadir was <0.2 ng/mL and rose slowly over several months to 4.2 ng/mL, resolved, and then rose 2.3 ng/mL before again slowly resolving.",0,Not-Related
We present 2 patients with demonstrated IgE-mediated allergy to cloxacillin and tolerance to amoxicillin and cefuroxime.,0,Not-Related
"In addition, dermal intravascular thrombi resolved.",0,Not-Related
Spontaneous compartment syndrome in a patient with diabetes insipidus.,0,Not-Related
Alleged medical abandonment in chronic opioid analgesic therapy: case report.,0,Not-Related
Herpes simplex following intra-articular sacroiliac corticosteroid injection.,0,Not-Related
Patients with lymphoblastic lymphoma who had treatment with L-asparaginase and steroid are predisposed to the development of cortical venous thrombosis and may have this syndrome in addition to a dural puncture headache.,1,Related
Dexamethasone elevated markedly the levels of an immunoreactive mouse protein(s) which exhibited a Mr (53 kDa) and inducibility consistent with the major Cyp3a product.,0,Not-Related
